Proposal Number:,type,pub_title,authors,reference_no
UREP17-138-2-037,Conference Paper,OCR Based Feature Extraction and Template Matching Algorithms for Qatari Number Plate,"Ali Farhat, Ali Al-Zawqari, Abdulhadi Al-Qahtani, Omar Hommos, Faycal Bensaali, Abbes Amira, Xiaojun Zhai",DOI:10.1109/ICCSII.2016.7462419
UREP17-138-2-037,Conference Paper,HD Qatari ANPR System,"Omar Hommos, Abdulhadi Al-Qahtani, Ali Farhat Ali Al-Zawqari, Faycal Bensaali, Abbes Amira, Xiaojun Zhai",DOI:10.1109/ICCSII.2016.7462420
UREP17-138-2-037,Journal Paper,Optical character recognition on heterogeneous SoC for HD automatic number plate recognition system,"Ali Farhat, Omar Hommos, Ali Al-Zawqari, Abdulhadi Al-Qahtani, Faycal Bensaali, Abbes Amira, Xiaojun Zhai",ISSN:16875281
UREP17-138-2-037,Conference Paper,OCR-Based Hardware Implementation for Qatari Number Plate on the Zynq SoC,"Ali A. H. Farhat, Ali Al-Zawqari, Omar Hommos, Abdulhadi Al-Qahtani, Faycal Bensaali, Abbes Amira, Xiaojun Zhai",DOI:10.1109/IEEEGCC.2017.8448145
UREP17-133-2-034,Conference Paper,A Comprehensive Review of Corrosion and its Inhibition in the Oil and Gas Industry,"Mahmood Amani-author-first, Dawood Hjeij-author-additional",DOI:10.2118/175337-MS
UREP17-133-2-034,Online Paper,Investigating the Effect of High Pressures and Temperatures on Corrosion Inhibition for Water-Based Drilling Fluids,"Mahmood Amani, Abdul Salam Abd, Abdulrahman Al-Hardan, Alireza Roustazadeh, Rommel Yrac",DOI:10.4172/2157-7463.1000297
UREP17-128-2-030,,,,
UREP17-095-2-021,,,,
UREP17-089-5-028,,,,
UREP17-076-1-008,,,,
UREP17-075-1-007,,,,
UREP17-073-1-006,Online Paper,Scalable Realtime Monitoring System for Medical and Brian Computer Interface Applications,"AlKuzama AlHarami, Rawda AlMesallam, Mariam Al-Ammari, Aya Salameh, Amr Mohamed, Tarek Elfouly",DOI:10-002333
UREP17-073-1-006,Online Paper,Scalable Realtime Monitoring System for Medical and Brian Computer Interface Applications,"Dr. Tarek Elfouly, Dr. Amr Mohamed, Ms. AlKuzama AlHarami, Miss Rawda AlMesallam, Ms. Aya Salameh, Ms. Maryam Al-ammari",DOI:DOI:10-002333
UREP17-070-3-019,,,,
UREP17-069-3-018,,,,
UREP17-066-1-004,Journal Paper,Detoxification of mercury pollutant leached from spent fluorescent lamps using bacterial strains,"Mohammad A. Al-Ghouti, Reem H. Abuqaoud, Mohammed H. Abu-Dieyeh",ISSN:0956-053X
UREP17-065-2-019,,,,
UREP17-062-5-018,,,,
UREP17-061-2-017,,,,
UREP17-057-5-017,,,,
UREP17-049-6-004,,,,
UREP17-047-2-015,Online Paper,Thermodynamic investigation of hydrogen enrichment and carbon suppression using chemical additives in ethanol dry reforming,"Anand Kumar, Rahul R. Bhosale, Sarah S. Malik, Aya E. Abusrafa, Mohd Ali H. Saleh, Ujjal Kumar Ghosh, Mohammed J. Al-Marri, Fares A. Almomani, Mahmoud M. Khader, Ibrahim M. Abu-Reesh",DOI:10.1016/j.ijhydene.2016.06.157
UREP17-045-3-012,,,,
UREP17-044-3-011,,,,
UREP17-043-3-010,,,,
UREP17-031-3-007,,,,
UREP17-025-2-009,,,,
UREP17-018-4-001,,,,
UREP17-015-2-006,,,,
UREP17-014-5-005,,,,
UREP17-007-1-001,,,,
UREP17-006-3-002,,,,
UREP17-005-2-002,,,,
UREP 16 - 164 - 1 - 025,,,,
UREP 16 - 156 - 1 - 024,,,,
UREP 16 - 149 - 6 - 014,,,,
UREP 16 - 147 - 1 - 022,,,,
UREP 16 - 145 - 3 - 030,,,,
UREP 16 - 144 - 5 - 042,,,,
UREP 16 - 142 - 3 - 029,,,,
UREP 16 - 132 - 1 - 020,,,,
UREP 16 - 131 - 5 - 037,,,,
UREP 16 - 124 - 5 - 036,,,,
UREP 16 - 121 - 5 - 033,,,,
UREP 16 - 120 - 5 - 032,,,,
UREP 16 - 116 - 2 - 035,Conference Paper,Optimizing the delivery processes of fuel needs at the State of Qatar,"Mohamed Kharbeche, Khalifa Al-khalifa, Nazha Ghadban, Amal Bsaisu, Ola Almasri, Samar Nasr",DOI:10.EURO/2016
UREP 16 - 116 - 2 - 035,Conference Paper,Optimizing the delivery processes of fuel needs in the State of Qatar,"Mohamed Kharbeche, Khalifa Al-Khalifa, Nazha Ghadban, Amal Bsaisu, Ola AlMasri, Samar Nasr",DOI:DOI:10.EURO/2016
UREP 16 - 116 - 2 - 035,Conference Paper,TRANSPORTATION MODELING OF HAZARDOUS MATERIALS IN THE STATE OF QATAR,"Mohamed Kharbeche, Khalifa Al-Khalifa, Nazha Ghadban, Amal Bsaisu, Ola AlMasri, Samar Nasr",DOI:DOI:10.RS5C/2016
UREP 16 - 113 - 1 - 016,,,,
UREP 16 - 093 - 2 - 025,,,,
UREP 16 - 089 - 3 - 020,,,,
UREP 16 - 087 - 3 - 019,,,,
UREP 16 - 078 - 2 - 022,,,,
UREP 16 - 063 - 2 - 010,,,,
UREP 16 - 068 - 2 - 013,,,,
UREP 16 - 060 - 5 - 022,,,,
UREP 16 - 075 - 2 - 020,,,,
UREP 16 - 020 - 6 - 003,,,,
UREP 16 - 049 - 5 - 017,,,,
UREP 16 - 048 - 2 - 007,Conference Paper,HERITAGE DOCUMENTATION AND NATIONAL IDENTITY IN QATAR: CASE OF THE AL-ZAMAN HOUSE,"S.B. GARBA, D. BOUSAA, G. FETAIS, A. ALHASSAN, H. BAKHIT, A. AL-DARWISH &amp; A. ALYAFEI",DOI:10.2495/HA-V1-N3-473-482
UREP 16 - 044 - 1 - 005,,,,
UREP 16 - 024 - 2 - 003,,,,
UREP 16 - 011 - 5 - 005,,,,
UREP 16 - 018 - 3 - 007,,,,
UREP 16 - 007 - 5 - 003,,,,
UREP 16 - 012 - 3 - 003,Conference Paper,Metabolic Syndrome Components among Patients Diagnosed with Psychosis in Qatar: A Retrospective Study,"Hawra Al Lawati, Suhaila Ghuloum, Samer Hammoudeh, Huma Iram, Arij Yehya, Imen Becetti, Nora Al-fakhri, Hany Ghabrash, Mena Shehata, Nighat Ajmal, Iman Amro, Hira Safdar, and Hassen Al-Amin",DOI:1142/WFMH2015
UREP 16 - 012 - 3 - 003,Conference Paper,PSYCHOTIC DISORDERS AND IMMIGRATION IN QATAR: A RETROSPECTIVE STUDY,"Nora Al-fakhri, Suhaila Ghuloum, Samer Hammoudeh, Nighat Ajmal, Arij Yehya,  Hawra Al Lawati, Imen Becetti, Mena Shehata, Hany Ghabrash2, Huma Iram, Yahya Hani, Yasmin Hamdy, and Hassen Al-Amin",DOI:1151/WFMH2015
UREP 16 - 012 - 3 - 003,Conference Paper,PRESCRIPTION PATTERNS OF ANTIPSYCHOTICS IN QATAR: A RETROSPECTIVE STUDY,"Imen Becetti, Suhaila Ghuloum, Samer Hammoudeh, Mena Shehata, Hany Ghabrash, Arij Yehya, Hawra Al Lawati, Nora Al-fakhri, Huma Iram, Nighat Ajmal, Heba Ahmed, and Hassen Al-Amin",DOI:1150/WFMH2015
UREP 16 - 003 - 6 - 002,,,,
UREP 16 - 002 - 2 - 001,,,,
UREP 15 - 148 - 2 - 046,Online Paper,PSSs design based on PMUs signals to enhance the stability of inter-area oscillations of interconnected power systems,"Ammar Ajamal-author-first, Mohammed Elthalathiny-author-additional, Khaled Ellithy-author-additional",DOI:10.1109/PECI.2015.7064889
UREP 15 - 131 - 2 - 044,,,,
UREP 15 - 124 - 5 - 034,,,,
UREP 15 - 121 - 6 - 009,,,,
UREP 15 - 119 - 1 - 016,,,,
UREP 15 - 107 - 6 - 008,Journal Paper,Public Art and Public Space in an Emerging Knowledge Economy: The Case of Doha,"Anna Grichting, Sara Al Sada, Angelica Caccam, Urshi Khan",ISSN:10000658
UREP 15 - 085 - 3 - 020,Online Paper,"Developing an Instrument to Measure Walkabilityof Streets: A pilot study from Doha, Qatar","Khaled Shaaban, Deepti Muley and Mhd Ammar Hafiz",DOI:10.1016/j.procs.2015.05.016
UREP 15 - 085 - 3 - 020,Journal Paper,Investigation of weather impacts on pedestrian volumes,"Khaled Shaaban
Deepti Muley",ISSN:23521465
UREP 15 - 085 - 3 - 020,Book,Exploring the suitability of a survey instrument to measure the walkability of streets in Doha,"Khaled Shaaban
Deepti Muley",ISBN:9781138028494
UREP 15 - 084 - 2 - 031,,,,
UREP 15 - 083 - 2 - 030,Conference Paper,"Effect of dust and weather conditions on photovoltaic performance in Doha, Qatar","Bing Guo-author-first, W. Javed-author-additional, B. W. Figgis-author-additional, T. Mirza-author-additional",DOI:10.1109/SGRE.2015.7208718
UREP 15 - 080 - 1 - 006,Conference Paper,"DNA Barcoding of Lizards (Reptilia, Squamata) in Qatar","Adham Musthak, Dhabiya Al-kubaisi, Wadha Almarri, Ghizlane Bendriss, Aurora M. Castilla, Kuei-chiu Chen",DOI:10.5339/qfarc.2014.EESP0760
UREP 15 - 052 - 5 - 018,,,,
UREP 15 - 075 - 2 - 027,,,,
UREP 15 - 072 - 2 - 026,,,,
UREP 15 - 071 - 2 - 025,,,,
UREP 15 - 069 - 2 - 024,,,,
UREP 15 - 065 - 3 - 016,,,,
UREP 15 - 058 - 3 - 014,Conference Paper,Development and Validation of Stability and Bioavailability Indicating LC-MS/MS Method for the Determination of Letrozole in Biological Fluids,"Fatima Hazi, Nurhan El Shafey, Dina Abushanab, Rym Skanji, Fathy Atia, Saeed Al Meer &amp; Husam M Younes*.",DOI:00.001
UREP 15 - 056 - 2 - 018,,,,
UREP 15 - 050 - 2 - 016,,,,
UREP 15 - 049 - 6 - 002,Journal Paper,Cultural Heritage in the Gulf: Blight or Blessing?,Djamel Boussaa,ISSN:2196-629X
UREP 15 - 047 - 2 - 015,,,,
UREP 15 - 043 - 1 - 003,,,,
UREP 15 - 042 - 2 - 014,Journal Paper,Hybrid Energy System for Eco Friendly Buildings,"Asma Gouba, Elkansa Kousa, Mohammed Ahmad Koleed, Morcos Morad Saad Metry
Haitham Abu-Rub, Atif Iqbal, Dallia Ali",ISSN:00000001
UREP 15 - 039 - 3 - 011,Online Paper,Utilization of Evidence-Based Secondary Prevention Medications at the Time of Discharge in Patients with Acute Coronary Syndrome (ACS) in Qatar,"Maguy S. El-Hajj-author-first, Ahned Saad-author-additional, Jassim Al-Suwaidi-author-additional, Wafa Z. Al-Marridi-author-additional, Dana H. Elkhalifa-author-additional, Alaa A. Mohamed-author-additional, Ziyad R. Mahfoud-author-additional",DOI:10.2174/1570161114666160226150336
UREP 15 - 039 - 3 - 011,Journal Paper,Utilization of Evidence-Based Secondary Prevention Medications at the,"Maguy S. El-Hajj,*, Ahmed Saad, Jassim Al-Suwaidi, Wafa Z. Al-Marridi, Dana H. Elkhalifa,
Alaa A. Mohamed and Ziyad R. Mahfoud",ISSN:18756212
UREP 15 - 031 - 2 - 009,,,,
UREP 15 - 035 - 5 - 013,Journal Paper,In majaalis al-hareem: The complex professional and personal choices of Qatari women,"Jocelyn Sage Mitchell, Christina Paschyn, Sadia Mir, Kirsten Pike, Tanya Kane",ISSN:23093927
UREP 15 - 035 - 5 - 013,Conference Paper,Qatari Women: Engagement And Empowerment Through Majlis Al-hareem,Jocelyn Sage Mitchell,DOI:10.5339/qfarc.2014.SSPP0637
UREP 15 - 035 - 5 - 013,Creative Works,Qatari Women and Majalis Al-Hareem: Heritage in a Globalized World,Jocelyn Sage Mitchell and Christina Paschyn,CRWO57911
UREP 15 - 035 - 5 - 013,Creative Works,Understanding Within-Group DIF in Survey Response: Evidence from Three Surveys in Qatar,Justin J. Gengler and Jocelyn Sage Mitchell,CRWO57912
UREP 15 - 035 - 5 - 013,Creative Works,Qatari Women: Political and Social Engagement via Majalis Al-Hareem,"Jocelyn Sage Mitchell, Christina Paschyn, Kirsten Pike, and Justin J. Gengler",CRWO57913
UREP 15 - 035 - 5 - 013,Creative Works,Qatari Women and the Knowledge Economy: Complex Professional and Personal Choices,"Christina Paschyn, Sadia Mir, and Jocelyn Sage Mitchell",CRWO57914
UREP 15 - 035 - 5 - 013,Creative Works,Majlis Al-Hareem in Qatar,"Jocelyn Sage Mitchell, Christina Paschyn, Kirsten Pike, Tanya Kane, and Sadia Mir",CRWO57915
UREP 15 - 035 - 5 - 013,Creative Works,"Majalis Al-Hareem in Qatar: Participation, Engagement, and Empowerment","Jocelyn Sage Mitchell, Christina Paschyn, Kirsten Pike, Sadia Mir, and Tanya Kane",CRWO57916
UREP 15 - 035 - 5 - 013,Creative Works,Majalis Al-Hareem: Civic Sites of Social and Political Engagement,Jocelyn Sage Mitchell,CRWO57917
UREP 15 - 035 - 5 - 013,Creative Works,Research and Representation,"Jocelyn Sage Mitchell, Christina Paschyn, Kirsten Pike, Sadia Mir, Tanya Kane, and Reem Al Kuwari (student researcher)",CRWO57918
UREP 15 - 035 - 5 - 013,Creative Works,"The Pedagogy Behind an Undergraduate Research Grant: Teaching Research, Documentaries, and Exhibitions","Jocelyn Sage Mitchell, Tanya Kane, Sadia Mir, Christina Paschyn, and Kirsten Pike",CRWO57919
UREP 15 - 035 - 5 - 013,Creative Works,"Majlis Al-Hareem in Qatar: Participation, Engagement, and Empowerment of Qatari Women",Jocelyn Sage Mitchell,CRWO57920
UREP 15 - 035 - 5 - 013,Creative Works,“Her Majlis” exhibition brochure,"Tanya Kane, Christina Paschyn, Sadia Mir, Jocelyn Sage Mitchell, Kirsten Pike",CRWO57921
UREP 15 - 035 - 5 - 013,Creative Works,Where are the Qatari Women in Politics?,Noor Al-Tamimi,CRWO57925
UREP 15 - 035 - 5 - 013,Conference Paper,In majaalis al-hareem: The complex professional and personal choices of Qatari women,"Jocelyn Sage Mitchell, Christina Paschyn, Sadia Mir, Kirsten Pike, Tanya Kane",DOI:10.5339/difi.2015.4
UREP 15 - 035 - 5 - 013,Creative Works,Majlis Al-Hareem: Part of Civil Society?,Tamador Al Sulaiti,CRWO57946
UREP 15 - 035 - 5 - 013,Creative Works,Her Majlis,"Najla Al Khulaifi, Sama Abduljawad, AlDana Al-Mesnad, Nayla Al-Thani, and Rawda Al-Thani",CRWO57947
UREP 15 - 035 - 5 - 013,Creative Works,Her Majlis,"Najla Al Khulaifi, Sama Abduljawad, AlDana Al-Mesnad, Nayla Al-Thani, and Rawda Al-Thani",CRWO57948
UREP 15 - 035 - 5 - 013,Creative Works,“Her Majlis” Museum Exhibition,"Tanya Kane, Christina Paschyn, Sadia Mir, Leland Hill, Sama Abduljawad, Najla Al-Khulaifi, Reem Al-Kuwari, AlReem Al-Mazroei, Fatima Al-Mousawi, Al-Johara Al-Thani, Maryam Al-Thani, Aamer Hassan, and Zeena Ojjeh",CRWO57949
UREP 15 - 035 - 5 - 013,Creative Works,“Her Majlis” Museum Exhibition Brochure,"Tanya Kane, Christina Paschyn, Sadia Mir, Jocelyn Sage Mitchell, Kirsten Pike",CRWO57950
UREP 15 - 035 - 5 - 013,Creative Works,Female Engagement and Participation in the Arabian Peninsula: Majlis Al-Hareem in Qatar,Najla Al Khulaifi and Nayla Al Thani,CRWO57951
UREP 15 - 035 - 5 - 013,Creative Works,Majlis Al Hareem: Part of Civil Society?,Tamador Al Sulaiti,CRWO57952
UREP 15 - 035 - 5 - 013,Creative Works,What Do You Mean by Informed Consent? Introducing a Foreign Construct to a Traditional Setting,Tanya Kane,CRWO57953
UREP 15 - 035 - 5 - 013,Creative Works,Qatari Women and Majalis Al-Hareem: Heritage in a Globalized World,Jocelyn Sage Mitchell and Christina Paschyn,CRWO57954
UREP 15 - 035 - 5 - 013,Creative Works,Understanding Within-Group DIF in Survey Response: Evidence from Three Surveys in Qatar,Justin J. Gengler and Jocelyn Sage Mitchell,CRWO57955
UREP 15 - 035 - 5 - 013,Creative Works,Qatari Women: Political and Social Engagement via Majalis Al-Hareem,"Jocelyn Sage Mitchell, Christina Paschyn, Kirsten Pike, and Justin J. Gengler",CRWO57956
UREP 15 - 035 - 5 - 013,Creative Works,Qatari Women and the Knowledge Economy: Complex Professional and Personal Choices,"Christina Paschyn, Sadia Mir, and Jocelyn Sage Mitchell",CRWO57957
UREP 15 - 035 - 5 - 013,Creative Works,Majlis Al-Hareem in Qatar,"Jocelyn Sage Mitchell, Christina Paschyn, Kirsten Pike, Tanya Kane, and Sadia Mir",CRWO57958
UREP 15 - 035 - 5 - 013,Creative Works,The Undergraduate Research Experience Program Grant: ‘Qatari Women: Engagement and Empowerment,Sama Abduljawad and AlReem Al-Mazroei,CRWO57959
UREP 15 - 035 - 5 - 013,Creative Works,Majalis Al-Hareem: Civic Sites of Social and Political Engagement,Jocelyn Sage Mitchell,CRWO57960
UREP 15 - 035 - 5 - 013,Creative Works,Research and Representation,"Jocelyn Sage Mitchell, Christina Paschyn, Kirsten Pike, Sadia Mir, Tanya Kane, and Reem Al Kuwari",CRWO57961
UREP 15 - 035 - 5 - 013,Creative Works,"The Pedagogy Behind an Undergraduate Research Grant: Teaching Research, Documentaries, and Exhibitions","Jocelyn Sage Mitchell, Tanya Kane, Sadia Mir, Christina Paschyn, and Kirsten Pike",CRWO57962
UREP 15 - 035 - 5 - 013,Creative Works,"Majlis Al-Hareem in Qatar: Participation, Engagement, and Empowerment of Qatari Women",Jocelyn Sage Mitchell,CRWO57963
UREP 15 - 035 - 5 - 013,Creative Works,Majlis and Influence,Nayla Al Thani,CRWO57964
UREP 15 - 035 - 5 - 013,Creative Works,Where are the Qatari Women in Politics?,Noor Al Tamimi,CRWO57965
UREP 15 - 035 - 5 - 013,Creative Works,Intellectual Incompatibility Among Men and Women in Qatar: Perceptions and Problems,Sara Al Thani,CRWO57966
UREP 15 - 035 - 5 - 013,Creative Works,“Her Majlis” Museum Exhibition,"Tanya Kane, Christina Paschyn, Sadia Mir, Leland Hill, Sama Abduljawad, Najla Al-Khulaifi, Reem Al-Kuwari, AlReem Al-Mazroei, Fatima Al-Mousawi, Al-Johara Al-Thani, Maryam Al-Thani, Aamer Hassan, and Zeena Ojjeh",CRWO57968
UREP 15 - 035 - 5 - 013,Creative Works,"Majalis Al-Hareem in Qatar: Participation, Engagement, and Empowerment","Jocelyn Sage Mitchell, Christina Paschyn, Kirsten Pike, Sadia Mir, and Tanya Kane",CRWO57997
UREP 15 - 035 - 5 - 013,Creative Works,Comparability within Culture? Intra-group Differential Item Functioning in Survey Response,Justin J. Gengler and Jocelyn Sage Mitchell,CRWO57998
UREP 15 - 035 - 5 - 013,Creative Works,Assessing Authentic Learning Through an Undergraduate Research Grant,Jocelyn Sage Mitchell,CRWO57999
UREP 15 - 035 - 5 - 013,Creative Works,Majaalis Al-Hareem: Civic Sites of Social and Political Engagement?,Jocelyn Sage Mitchell,CRWO58000
UREP 15 - 024 - 2 - 005,Journal Paper,A Goal Programming Model for Fairly Scheduling Medicine Residents,"Adel Elomri, Sara Elthlatiny, Zainab Sidi Mohamed",ISSN:20507399
UREP 15 - 023 - 2 - 004,,,,
UREP 15 - 022 - 5 - 009,,,,
UREP 15 - 021 - 5 - 008,,,,
UREP 15 - 020 - 3 - 009,Online Paper,Evaluation of pharmacist-based compared to doctor-based anticoagulation management in Qatar,"Hazem Elewa-author-first, Fatemeh Jalali-author-additional, Nada Khudair-author-additional, Noha Hassaballah-author-additional, Osama Abdelsamad-author-additional, Shaban Mohammed-author-additional",DOI:10.1111/jep.12504
UREP 15 - 020 - 3 - 009,Conference Paper,Abstracts from the American College of Clinical Pharmacy 2015 Global Conference on Clinical Pharmacy - Scientific,"Fatemeh Jalali,, Nada Khudair, B.Pharm.1, Noha Hassaballah, Shaban Mohammed, Osama Abdelsamad,
Hazem Elewa,",DOI:10.1002/phar.1659
UREP 15 - 019 - 3 - 008,Online Paper,Population Pharmacokinetics of Intravenous Methotrexate in Patients with Hematological Malignancies: Utilization of Routine Clinical Monitoring Parameters,"Ahmed Nader-author-first, Noran Zahran-author-additional, Aya Alshammaa-author-additional, Heba Altaweel-author-additional, Nancy Kassem-author-additional, Kyle John Wilby-author-additional",DOI:10.1007/s13318-016-0338-1
UREP 15 - 014 - 3 - 005,Journal Paper,First Study in Qatar to Reveal High Legionella Count in Cooling Towers,"Aziz H, Nasrallah Gk, Hussein S, Moussa HY",ISSN:00029173
UREP 15 - 014 - 3 - 005,Journal Paper,First study in Qatar to reveal high Legionella counts in cooling towers,"Raed O AbuOdeh, Hassan A Aziz, Houda Moussa, Samah Hussien, Tameem Hadwan, Gheyath K Nasrallah",ISSN:10203397
UREP 15 - 015 - 3 - 006,Journal Paper,Detection  and Genotyping of Torque Teno Virus (TTV) in Healthy Blood Donors and Patients Infected With HBV or HCV in Qatar,"Raed AbuOdeh, Naema Al-Mawlawi, Ahmed A. Al-Qahtani, Marie Fe F. Bohol, Mohammed N. Al-Ahdal, Haydar A. Hasan, Lamees AbuOdeh, and Gheyath K. Nasrallah",ISSN:10969071
UREP 15 - 015 - 3 - 006,Journal Paper,"Prevalence of anelloviruses (TTV, TTMDV, and TTMV) in healthy blood donors and in patients infected with HBV or HCV in Qatar","Ahmed A Al-Qahtani, Enas S Alabsi, Raed AbuOdeh, Lukman Thalib, Gheyath K Nasrallah",ISSN:1743422X
UREP 15 - 013 - 3 - 004,Conference Paper,Cationic Cyclic Peptides as DNA Delivery Reagents,"Liji Raju, Youmna Abdelghany, Fatima Al-Maadid, AlJazi Al Mana, Rakesh Tiwari, Amir N. Shirazi, Keykavous Parang, Michael D. Pungente",DOI:10.000/MDPL.2014.00.003
UREP 15 - 012 - 3 - 003,Online Paper,"Epilepsy in Qatar: Causes, treatment, and outcome","Naim Haddad-author-first, Gayane Melikyan-author-additional, Hassan Al Hail-author-additional, Ayman Al Jurdi-author-additional, Faten Aqeel-author-additional, Abdullah Elzafarany-author-additional, Nour Abuhadra-author-additional, Mujahed Laswi-author-additional, Yasser Alsamman-author-additional, Basim Uthman-author-additional, Dirk Deleu-author-additional, Boulenouar Mesraoua-author-additional, Gonzalo Alarcon-author-additional, Nabil Azar-author-additional, Leopold Streletz-author-additional, Ziyad Mahfoud-author-additional",DOI:10.1016/j.yebeh.2016.07.043
UREP 15 - 005 - 2 - 003,,,,
UREP 15 - 004 - 2 - 002,,,,
UREP 15 - 001 - 2 - 001,Conference Paper,Airborne particulate matter passive samplers for indoor and outdoor exposure monitoring: Development and Evaluation,"Kholoud Abdulaziz, Kholoud Al-Najdi, Abdullah Kadri and Konstantinos E. Kakosimos",DOI:15FR02ICAPC
UREP 14 - 139 - 2 - 047,Conference Paper,Microwave Assisted Preparation of Calcium Hydroxide and Barium Hydroxide Nanoparticles and Their Application for Conservation of Cultural Heritage,"Khaled M. Saoud*, Imen Ibala, Dana El Ladki, Omar Ezzeldeen, Shaukat Saeed",DOI:64submitted
UREP 14 - 139 - 2 - 047,Online Paper,Microwave Assisted Preparation of Magnesium Hydroxide Nano-sheets,"Khaled M. Saoud1,*, Shaukat Saeed1,2, Rola M. Al-Soubaihi3, Massimo F. Bertino3",DOI:10.1269/ajn-2-2-2
UREP 14 - 139 - 2 - 047,Book,"Digital Heritage. Progress in Cultural Heritaage: Documentation, Preservation, and Protection","Khaled M. Saoud*, Imen Ibala, Dana El Ladki, Omar Ezzeldeen, Shaukat Saeed",ISBN:9783319136943
UREP 14 - 139 - 2 - 047,Online Paper,Microwave Assisted Preparation of Magnesium Hydroxide Nano-sheets,"Khaled M. Saoud1,*, Shaukat Saeed1,2, Rola M. Al-Soubaihi3, Massimo F. Bertino3",DOI:10.12691/ajn-2-2-2
UREP 14 - 139 - 2 - 047,Online Paper,Microwave Assisted Preparation of Calcium Hydroxide and Barium Hydroxide Nanoparticles and Their Application for Conservation of Cultural Heritage,"Khaled M. Saoud, 
Imen Ibala, 
Dana El Ladki, 
Omar Ezzeldeen, 
Shaukat Saeed",DOI:10.1007/978-3-319-13695-0_33
UREP 14 - 139 - 2 - 047,Conference Paper,Preservation Of Cultural Heritage Artifacts In,Imen Ibala; Dana El Ladki; Omar Ezzeldeen; Shaukat Saeed; Khaled Saoud,DOI:10.5339/qfarc.2014.SSSP0165
UREP 14 - 131 - 5 - 033,,,,
UREP 14 - 130 - 2 - 043,,,,
UREP 14 - 127 - 5 - 032,,,,
UREP 14 - 126 - 5 - 031,Book,"Digital Janus: Looking Forward, Looking Bak","Susan Dun
Dina Mutassem",ISBN:9781848883055
UREP 14 - 126 - 5 - 031,Conference Paper,Measuring Digital Literacy in Arabic Speaking Web Users,"Hazar Eskandar
Susan Dun",DOI:10.1177/1461444810385389
UREP 14 - 125 - 5 - 030,Book,"19th annual Congress of the EUROPEAN COLLEGE OF SPORT SCIENCE 2nd - 5th July 2014, Amsterdam – The Netherlands BOOK OF ABSTRACTS","Al-Nakeeb, Y., Al Maadeed, A., Trad, W., Al Qahtani, A., Al Shammari, D., Al Ghanim, H., Ali, M., Eisss, L., Mansour, M., Lyons, M.",ISBN:9789462284777
UREP 14 - 123 - 2 - 042,,,,
UREP 14 - 120 - 2 - 041,,,,
UREP 14 - 119 - 5 - 027,,,,
